问卷编号,A1_性别,A2_年龄段,A3_学历,A4_职业,A5_月收入,A6_所在城市级别,B1_最常用平台,B2_每日使用时长,B3_主要登录时间段,F1_Q1_每天使用时间很长,F1_Q2_难以减少使用时间,F1_Q3_随时随地查看社媒,F1_Q4_不用感到焦虑不适,F1_Q5_占据大量空闲时间,F1_Q6_优先浏览再做其他事,F2_Q1_经常点赞收藏,F2_Q2_主动评论发表看法,F2_Q3_经常分享优质内容,F2_Q4_关注追踪创作者,F2_Q5_发布原创内容,F2_Q6_参与活动话题讨论,F3_Q1_推荐内容符合兴趣,F3_Q2_推荐多样性满意,F3_Q3_精准捕捉兴趣变化,F3_Q4_对推荐算法整体满意,F3_Q5_极少推荐不感兴趣内容,F3_Q6_发现新优质内容,F4_Q1_担心过度收集数据,F4_Q2_主动调整隐私权限,F4_Q3_平台数据使用不透明,F4_Q4_担心精准广告推送,F4_Q5_了解隐私法律法规,F4_Q6_因隐私顾虑减少使用,F5_Q1_内容质量整体满意,F5_Q2_有效过滤低质内容,F5_Q3_内容原创性创新性高,F5_Q4_内容信息真实性有保障,F5_Q5_内容深度价值感满意,F5_Q6_比其他平台内容质量更优,C1_信息茧房感知,C2_平台总体满意度
Q0920,男,38-42岁,硕士,学生,3000元以下,一线城市,小红书,2-3小时,晚上(20-23点),3,3,3,3,2,3,3,3,4,4,4,4,4,2,1,4,2,3,4,4,4,4,2,3,4,2,4,5,2,4,经常感觉,一般
Q0921,男,38-42岁,高中及以下,企业职员,6000-10000元,二线城市,微信,1-2小时,晚上(20-23点),1,3,3,2,3,3,1,1,2,1,3,1,4,3,3,3,2,5,4,3,2,3,1,4,2,4,3,4,2,4,很少感觉,一般
Q0922,男,18-22岁,高中及以下,其他,3000元以下,三线城市,快手,1-2小时,晚上(20-23点),3,3,3,4,3,3,3,3,3,2,2,2,2,4,2,4,3,3,5,4,5,5,4,4,3,2,3,3,3,3,很少感觉,一般
Q0923,女,43-47岁,本科,企业职员,3000元以下,四线及以下城市,小红书,1-2小时,中午(12-14点),4,4,2,2,2,3,4,4,3,3,5,5,2,3,3,4,3,4,1,1,2,3,2,2,3,3,3,3,2,5,经常感觉,满意
Q0924,女,33-37岁,高中及以下,企业职员,3000-6000元,新一线城市,B站,4小时以上,傍晚(18-20点),5,4,5,5,5,3,3,4,3,2,3,3,3,3,3,4,5,3,4,2,2,3,3,2,5,3,3,5,2,3,经常感觉,非常满意
Q0925,男,23-27岁,本科,教师/科研,6000-10000元,二线城市,B站,1-2小时,傍晚(18-20点),3,5,3,3,3,3,2,1,1,4,2,2,3,3,2,1,3,1,2,3,3,2,2,2,2,2,3,2,1,1,偶尔感觉,一般
Q0926,女,23-27岁,大专,其他,10000-20000元,四线及以下城市,小红书,30-60分钟,深夜(23点以后),2,2,3,1,3,3,2,1,1,1,1,1,2,3,2,4,2,3,5,5,5,4,4,5,3,3,3,2,2,3,偶尔感觉,不满意
Q0927,女,23-27岁,本科,学生,3000-6000元,三线城市,抖音,3-4小时,上午(9-12点),3,5,3,4,4,3,3,2,3,4,4,2,3,3,3,2,3,4,4,4,2,3,1,1,3,4,3,2,3,4,经常感觉,满意
Q0928,男,23-27岁,本科,教师/科研,3000-6000元,一线城市,小红书,1-2小时,晚上(20-23点),2,3,2,2,4,2,3,4,3,5,2,4,1,1,2,2,2,1,2,4,3,3,3,3,1,1,1,3,1,3,总是感觉,不满意
Q0929,女,23-27岁,本科,个体经营者,3000-6000元,一线城市,微信,30-60分钟,晚上(20-23点),1,3,3,1,2,1,3,3,4,3,2,3,2,3,2,3,3,2,2,3,4,1,3,2,3,3,3,3,3,3,偶尔感觉,一般
Q0930,女,28-32岁,本科,个体经营者,无收入,新一线城市,微信,2-3小时,晚上(20-23点),3,4,5,5,3,4,2,3,3,3,4,3,3,3,3,2,3,1,3,2,3,3,3,3,3,2,3,4,2,3,总是感觉,一般
Q0931,男,28-32岁,高中及以下,自由职业者,6000-10000元,三线城市,微博,30-60分钟,傍晚(18-20点),3,1,3,3,2,1,1,2,3,2,2,3,3,3,3,3,3,4,5,5,4,5,3,5,2,1,2,1,3,1,很少感觉,满意
Q0932,女,38-42岁,博士,学生,20000元以上,三线城市,微信,2-3小时,傍晚(18-20点),3,3,4,3,4,2,3,3,5,4,3,2,5,5,5,3,4,4,1,4,2,3,2,3,3,3,5,3,3,3,偶尔感觉,非常满意
Q0933,男,38-42岁,本科,学生,6000-10000元,一线城市,小红书,3-4小时,深夜(23点以后),3,3,4,3,3,2,3,4,3,4,3,3,5,5,2,3,5,3,5,3,3,5,5,3,3,4,2,3,4,2,经常感觉,满意
Q0934,男,18-22岁,本科,自由职业者,3000-6000元,一线城市,抖音,2-3小时,傍晚(18-20点),4,5,4,3,4,3,2,3,3,3,2,2,2,3,1,3,2,3,3,3,3,3,4,4,3,2,2,3,3,4,经常感觉,一般
Q0935,女,28-32岁,硕士,政府/事业单位,6000-10000元,一线城市,微信,4小时以上,下午(14-18点),5,5,4,4,5,4,3,4,4,5,3,4,4,4,4,3,2,3,3,3,2,2,3,1,4,5,4,3,5,5,经常感觉,非常满意
Q0936,男,33-37岁,本科,个体经营者,3000-6000元,二线城市,微信,2-3小时,晚上(20-23点),4,4,4,5,4,3,4,5,4,4,2,5,2,3,4,4,2,3,3,2,4,2,3,3,2,3,3,3,2,5,总是感觉,一般
Q0937,男,28-32岁,本科,政府/事业单位,6000-10000元,一线城市,微博,3-4小时,下午(14-18点),4,3,4,3,2,3,3,3,3,4,5,4,3,3,3,3,4,3,1,1,2,1,1,1,3,4,1,3,2,3,总是感觉,满意
Q0938,男,33-37岁,大专,企业职员,3000元以下,新一线城市,抖音,1-2小时,深夜(23点以后),3,3,4,3,1,1,3,3,3,2,2,2,1,1,2,2,2,2,4,4,3,4,3,3,2,1,2,1,2,1,总是感觉,非常不满意
Q0939,女,33-37岁,硕士,其他,6000-10000元,一线城市,B站,3-4小时,下午(14-18点),4,4,4,4,4,4,1,2,2,2,3,1,3,3,3,3,4,4,4,2,5,3,2,2,2,2,1,3,2,3,总是感觉,一般
Q0940,女,23-27岁,高中及以下,自由职业者,6000-10000元,三线城市,B站,1-2小时,傍晚(18-20点),3,3,3,3,3,2,2,3,3,4,5,2,3,1,3,1,2,2,4,3,2,3,2,3,2,2,1,1,1,2,总是感觉,不满意
Q0941,女,33-37岁,硕士,个体经营者,6000-10000元,三线城市,小红书,30分钟以内,下午(14-18点),2,2,3,2,2,3,4,4,3,3,3,3,2,2,3,1,2,2,3,3,3,2,2,3,4,2,2,3,3,3,经常感觉,不满意
Q0942,男,43-47岁,本科,学生,6000-10000元,新一线城市,小红书,30分钟以内,深夜(23点以后),2,3,3,3,1,1,1,1,1,3,3,3,1,1,1,1,1,1,4,3,3,4,4,3,2,2,1,2,1,1,总是感觉,非常不满意
Q0943,男,23-27岁,本科,企业职员,6000-10000元,四线及以下城市,抖音,1-2小时,晚上(20-23点),1,4,5,2,3,5,3,2,3,4,3,2,1,3,1,2,1,1,3,5,3,3,4,4,2,3,2,3,3,1,经常感觉,不满意
Q0944,男,43-47岁,本科,个体经营者,10000-20000元,三线城市,小红书,3-4小时,下午(14-18点),4,2,3,3,3,3,4,2,2,3,2,2,2,5,4,2,4,3,3,4,3,3,3,3,3,2,1,2,2,1,经常感觉,不满意
Q0945,男,28-32岁,硕士,政府/事业单位,3000-6000元,四线及以下城市,B站,3-4小时,晚上(20-23点),5,3,4,3,3,5,3,3,2,4,1,2,4,4,3,5,5,4,3,3,3,3,1,4,3,3,3,5,5,5,偶尔感觉,非常满意
Q0946,女,33-37岁,本科,学生,10000-20000元,一线城市,微博,1-2小时,深夜(23点以后),1,3,3,3,2,2,1,1,2,1,2,1,1,2,4,3,2,3,1,3,3,3,1,2,2,2,2,3,2,3,总是感觉,非常不满意
Q0947,女,23-27岁,硕士,其他,3000-6000元,二线城市,抖音,2-3小时,下午(14-18点),3,3,2,2,3,3,3,4,3,3,3,3,2,2,2,4,3,3,2,3,3,4,3,3,2,1,5,3,2,3,偶尔感觉,一般
Q0948,男,28-32岁,大专,企业职员,10000-20000元,新一线城市,微博,1-2小时,上午(9-12点),2,2,2,1,1,4,3,2,3,3,3,4,3,2,3,4,3,3,3,3,3,3,3,3,2,1,2,1,3,2,从不感觉,一般
Q0949,女,23-27岁,博士,企业职员,10000-20000元,一线城市,抖音,4小时以上,中午(12-14点),3,4,5,5,5,5,4,3,5,3,3,4,3,4,5,4,4,5,4,1,4,2,3,3,2,5,4,4,5,3,偶尔感觉,非常满意
Q0950,女,33-37岁,硕士,企业职员,3000-6000元,新一线城市,抖音,1-2小时,傍晚(18-20点),2,1,2,4,3,2,2,2,1,3,1,3,3,2,3,3,3,5,4,4,4,4,3,4,3,3,3,3,4,4,很少感觉,满意
Q0951,男,43-47岁,本科,企业职员,3000元以下,二线城市,快手,1-2小时,晚上(20-23点),2,3,4,4,3,2,2,2,3,3,3,2,3,5,3,4,3,4,3,4,4,5,3,5,5,4,5,3,4,5,很少感觉,满意
Q0952,男,18-22岁,本科,企业职员,6000-10000元,新一线城市,抖音,30-60分钟,晚上(20-23点),2,2,2,3,3,2,2,3,3,3,3,4,1,1,2,1,2,3,3,2,3,2,3,3,1,2,1,2,4,2,偶尔感觉,不满意
Q0953,女,23-27岁,本科,政府/事业单位,6000-10000元,二线城市,抖音,4小时以上,下午(14-18点),4,4,3,4,5,3,3,5,3,4,3,4,5,3,5,3,3,3,3,4,5,3,4,4,3,4,3,2,4,3,偶尔感觉,满意
Q0954,男,28-32岁,高中及以下,个体经营者,3000元以下,一线城市,小红书,30分钟以内,中午(12-14点),2,1,4,3,2,3,2,4,3,2,3,4,3,4,3,4,4,3,3,4,3,3,3,2,2,3,5,3,4,2,从不感觉,一般
Q0955,女,28-32岁,本科,自由职业者,3000元以下,二线城市,微信,1-2小时,深夜(23点以后),2,5,2,1,3,3,4,3,3,4,3,4,4,2,4,3,4,4,2,3,1,2,5,4,2,3,5,5,4,3,很少感觉,满意
Q0956,女,33-37岁,大专,学生,3000元以下,二线城市,知乎,1-2小时,深夜(23点以后),4,3,1,3,2,4,3,2,2,3,4,5,3,1,3,2,2,1,4,4,5,3,5,3,2,2,2,1,2,2,经常感觉,不满意
Q0957,女,38-42岁,大专,教师/科研,10000-20000元,一线城市,微博,1-2小时,中午(12-14点),2,2,3,3,2,2,2,1,3,3,3,3,5,3,1,2,3,3,3,1,2,2,1,4,2,3,2,2,1,3,经常感觉,一般
Q0958,女,28-32岁,大专,教师/科研,6000-10000元,二线城市,抖音,1-2小时,深夜(23点以后),3,3,3,3,3,4,4,1,1,1,2,2,3,2,4,2,5,4,5,3,3,4,4,3,3,3,2,1,2,2,很少感觉,满意
Q0959,女,28-32岁,大专,其他,无收入,四线及以下城市,微信,2-3小时,下午(14-18点),5,4,3,4,4,5,1,3,3,4,3,4,2,2,2,3,2,2,2,1,3,1,2,2,3,1,2,1,2,3,经常感觉,一般
Q0960,男,18-22岁,大专,其他,10000-20000元,新一线城市,快手,4小时以上,晚上(20-23点),5,4,5,3,5,2,5,3,3,5,3,4,3,3,4,3,4,2,3,4,4,4,4,5,4,3,3,4,2,2,偶尔感觉,满意
Q0961,女,18-22岁,本科,教师/科研,20000元以上,一线城市,微信,3-4小时,晚上(20-23点),4,5,4,5,5,4,3,2,3,2,3,4,4,4,4,3,3,2,3,1,5,3,3,4,3,3,3,3,4,2,总是感觉,满意
Q0962,男,43-47岁,硕士,自由职业者,6000-10000元,四线及以下城市,B站,2-3小时,上午(9-12点),2,4,3,4,4,4,3,3,3,3,4,3,5,4,4,4,3,3,1,1,3,3,4,2,3,3,2,3,5,3,偶尔感觉,满意
Q0963,男,28-32岁,本科,自由职业者,3000-6000元,二线城市,微信,4小时以上,中午(12-14点),2,3,5,5,4,3,3,3,2,3,5,3,4,3,2,4,2,3,3,3,1,3,3,4,4,4,5,3,4,4,经常感觉,满意
Q0964,男,48岁以上,本科,企业职员,3000-6000元,新一线城市,微信,1-2小时,深夜(23点以后),3,4,3,4,3,3,5,4,5,5,5,3,4,4,4,5,3,3,2,1,3,2,1,3,3,3,4,4,5,2,从不感觉,非常满意
Q0965,女,28-32岁,博士,学生,6000-10000元,四线及以下城市,微信,1-2小时,傍晚(18-20点),2,3,2,1,3,3,2,3,1,3,3,4,1,3,1,1,1,3,3,3,4,3,4,3,2,3,3,3,4,3,偶尔感觉,不满意
Q0966,男,18-22岁,硕士,企业职员,6000-10000元,新一线城市,抖音,3-4小时,晚上(20-23点),4,5,5,5,3,3,3,4,4,3,5,5,2,4,3,1,4,4,3,4,3,3,5,3,3,4,1,1,2,2,经常感觉,一般
Q0967,女,43-47岁,高中及以下,企业职员,20000元以上,四线及以下城市,快手,30-60分钟,晚上(20-23点),2,1,2,3,1,2,3,4,4,3,4,3,3,3,3,5,2,5,2,3,2,1,2,4,3,1,3,3,3,2,偶尔感觉,满意
Q0968,男,28-32岁,本科,自由职业者,无收入,一线城市,抖音,30分钟以内,傍晚(18-20点),1,2,3,1,3,2,2,4,3,2,2,3,2,3,3,2,3,2,3,1,3,3,4,2,3,2,4,3,4,4,偶尔感觉,一般
Q0969,女,28-32岁,硕士,自由职业者,3000元以下,四线及以下城市,抖音,2-3小时,晚上(20-23点),4,3,5,3,4,2,2,3,3,5,2,3,4,3,5,2,5,4,2,3,4,4,4,5,3,3,3,3,3,2,很少感觉,满意
Q0970,女,33-37岁,本科,其他,无收入,一线城市,微信视频号,4小时以上,晚上(20-23点),4,5,4,5,4,4,4,3,2,3,3,3,5,4,4,5,3,3,3,3,3,3,3,3,4,3,3,3,5,3,偶尔感觉,非常满意
Q0971,男,28-32岁,大专,企业职员,3000-6000元,新一线城市,微信,1-2小时,深夜(23点以后),2,3,2,3,1,4,4,2,4,4,3,2,4,2,4,3,2,4,1,2,1,3,3,1,4,3,3,3,2,3,很少感觉,一般
Q0972,女,23-27岁,本科,企业职员,无收入,新一线城市,微博,2-3小时,晚上(20-23点),4,3,3,3,1,2,3,4,3,3,4,3,5,4,4,4,3,4,1,4,2,2,4,3,5,2,5,4,5,5,很少感觉,非常满意
Q0973,女,28-32岁,高中及以下,自由职业者,3000元以下,三线城市,抖音,30-60分钟,深夜(23点以后),2,2,3,1,3,1,4,2,5,4,4,3,4,3,3,3,4,4,3,5,5,3,4,4,3,3,3,4,3,3,从不感觉,满意
Q0974,男,23-27岁,高中及以下,个体经营者,3000-6000元,三线城市,快手,1-2小时,上午(9-12点),3,4,4,3,3,3,2,3,2,4,3,4,3,3,4,3,5,3,3,3,3,4,4,4,3,2,3,3,2,3,经常感觉,一般
Q0975,女,33-37岁,高中及以下,其他,10000-20000元,四线及以下城市,B站,30分钟以内,晚上(20-23点),2,3,1,2,2,1,2,1,1,1,1,1,3,2,3,2,3,2,5,5,3,5,4,3,1,3,3,3,1,3,经常感觉,一般
Q0976,女,38-42岁,本科,学生,3000-6000元,三线城市,微博,2-3小时,傍晚(18-20点),4,4,3,3,5,4,5,4,4,5,4,5,3,3,1,2,4,3,4,2,2,3,5,5,5,4,4,5,5,5,经常感觉,非常满意
Q0977,女,23-27岁,本科,企业职员,无收入,一线城市,B站,1-2小时,晚上(20-23点),4,2,2,2,5,3,4,2,2,3,3,4,4,5,5,3,4,3,2,1,3,2,3,2,3,3,2,3,3,3,从不感觉,非常满意
Q0978,男,28-32岁,本科,学生,无收入,四线及以下城市,抖音,30-60分钟,晚上(20-23点),2,3,1,4,2,1,3,2,2,3,3,3,2,3,2,2,2,3,4,3,2,3,4,4,3,4,3,3,3,4,偶尔感觉,一般
Q0979,男,48岁以上,大专,政府/事业单位,3000-6000元,新一线城市,小红书,4小时以上,上午(9-12点),4,5,4,5,4,5,3,4,2,3,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,2,4,2,2,2,总是感觉,满意
Q0980,女,18-22岁,大专,企业职员,6000-10000元,四线及以下城市,抖音,1-2小时,中午(12-14点),2,4,2,2,2,3,5,4,2,4,2,4,3,1,2,3,3,1,3,3,3,5,3,3,4,2,3,4,4,4,经常感觉,满意
Q0981,男,18-22岁,高中及以下,企业职员,6000-10000元,新一线城市,微信,30分钟以内,晚上(20-23点),2,1,2,2,2,3,1,2,2,1,3,1,5,3,4,3,4,5,4,4,3,4,3,4,4,5,5,3,4,5,很少感觉,满意
Q0982,男,33-37岁,高中及以下,学生,3000-6000元,新一线城市,微博,1-2小时,傍晚(18-20点),3,1,3,3,4,4,3,3,5,3,3,3,2,3,4,3,4,3,2,2,2,1,1,3,3,2,3,3,4,5,经常感觉,满意
Q0983,女,23-27岁,博士,个体经营者,10000-20000元,四线及以下城市,小红书,2-3小时,晚上(20-23点),3,5,4,2,4,4,2,3,1,2,3,5,3,1,1,1,1,1,2,5,3,3,2,2,2,1,1,1,1,3,总是感觉,非常不满意
Q0984,女,38-42岁,大专,个体经营者,3000元以下,二线城市,微信,4小时以上,深夜(23点以后),5,5,5,4,5,4,5,5,4,3,5,5,4,5,5,4,5,3,2,4,1,2,2,1,4,4,5,5,3,3,偶尔感觉,非常满意
Q0985,女,38-42岁,本科,企业职员,10000-20000元,二线城市,微信,1-2小时,早晨(6-9点),3,3,3,3,5,4,3,3,4,3,3,3,2,3,3,3,3,3,1,3,1,1,3,1,3,4,4,4,4,3,经常感觉,一般
Q0986,男,18-22岁,本科,企业职员,10000-20000元,四线及以下城市,B站,30-60分钟,中午(12-14点),2,3,3,3,1,1,1,5,3,4,3,2,3,1,2,3,2,3,3,4,3,2,3,1,3,3,3,3,4,3,偶尔感觉,不满意
Q0987,女,23-27岁,本科,政府/事业单位,无收入,一线城市,抖音,30-60分钟,晚上(20-23点),3,2,3,1,4,3,2,3,3,3,3,2,2,2,4,3,3,2,3,3,1,3,3,2,2,4,2,4,3,3,偶尔感觉,一般
Q0988,男,28-32岁,本科,个体经营者,6000-10000元,二线城市,抖音,30-60分钟,中午(12-14点),2,3,2,3,3,3,1,3,3,2,2,3,2,5,4,4,1,3,4,5,3,5,4,4,1,1,1,2,1,1,经常感觉,非常不满意
Q0989,男,23-27岁,本科,企业职员,6000-10000元,三线城市,抖音,4小时以上,深夜(23点以后),3,4,3,5,5,4,5,4,4,4,3,3,2,3,3,3,3,3,4,3,1,3,3,3,4,4,3,5,4,4,总是感觉,一般
Q0990,男,18-22岁,本科,自由职业者,6000-10000元,四线及以下城市,抖音,2-3小时,深夜(23点以后),4,4,3,2,3,2,5,5,4,4,3,5,2,2,4,4,3,5,4,2,3,4,4,3,4,4,1,3,2,5,偶尔感觉,满意
Q0991,男,38-42岁,本科,企业职员,3000-6000元,三线城市,微信,2-3小时,下午(14-18点),5,2,4,1,4,2,4,3,1,2,3,3,2,4,4,3,2,3,5,5,5,5,5,5,3,4,3,3,4,3,偶尔感觉,一般
Q0992,女,28-32岁,本科,企业职员,无收入,新一线城市,微博,30-60分钟,下午(14-18点),3,2,3,2,1,2,4,3,3,2,4,3,2,2,1,2,2,3,4,3,5,3,4,4,4,5,5,5,4,5,很少感觉,满意
Q0993,男,38-42岁,硕士,个体经营者,无收入,三线城市,知乎,4小时以上,傍晚(18-20点),4,3,2,3,5,4,1,4,3,3,3,3,5,5,5,3,5,4,1,3,2,2,2,1,3,4,3,4,4,5,很少感觉,非常满意
Q0994,女,18-22岁,博士,学生,3000-6000元,新一线城市,小红书,1-2小时,晚上(20-23点),3,3,2,4,3,4,1,1,1,4,3,3,4,3,5,5,4,4,4,2,1,4,3,3,4,3,4,4,4,4,偶尔感觉,非常满意
Q0995,男,23-27岁,本科,企业职员,无收入,三线城市,抖音,3-4小时,晚上(20-23点),4,4,4,4,4,4,3,3,3,3,4,4,5,4,3,3,4,4,2,1,2,1,3,1,3,3,3,2,2,3,经常感觉,非常满意
Q0996,女,28-32岁,博士,企业职员,6000-10000元,新一线城市,微信,2-3小时,傍晚(18-20点),3,4,3,5,1,1,4,3,3,4,3,4,3,3,5,4,4,5,5,3,5,4,5,3,4,4,3,4,4,3,很少感觉,非常满意
Q0997,男,33-37岁,大专,其他,6000-10000元,四线及以下城市,小红书,30-60分钟,下午(14-18点),1,3,1,3,1,1,1,4,1,3,2,3,3,3,2,1,3,1,4,4,4,4,4,4,1,2,3,2,3,2,偶尔感觉,非常不满意
Q0998,男,33-37岁,本科,学生,3000-6000元,新一线城市,抖音,30分钟以内,中午(12-14点),3,1,3,3,2,2,1,2,2,4,3,2,2,2,3,2,1,2,4,5,2,3,4,3,2,3,1,3,3,2,偶尔感觉,一般
Q0999,男,33-37岁,本科,学生,6000-10000元,三线城市,抖音,1-2小时,晚上(20-23点),3,3,2,1,3,1,2,3,3,1,5,2,4,3,2,4,5,1,3,3,5,3,3,2,3,2,3,4,4,3,很少感觉,满意
Q1000,男,38-42岁,大专,企业职员,10000-20000元,新一线城市,抖音,2-3小时,晚上(20-23点),4,3,2,3,5,5,3,4,2,5,3,3,4,4,3,5,3,4,4,3,2,2,2,2,4,4,3,4,4,3,很少感觉,满意
Q1001,女,33-37岁,高中及以下,学生,3000-6000元,一线城市,抖音,3-4小时,深夜(23点以后),5,5,4,5,5,5,5,3,4,3,4,2,5,3,4,4,4,4,3,2,2,3,2,2,4,3,4,4,3,4,偶尔感觉,满意
Q1002,男,18-22岁,本科,政府/事业单位,20000元以上,一线城市,B站,1-2小时,中午(12-14点),4,3,4,3,3,3,4,4,3,5,4,2,2,2,1,3,2,3,2,3,4,4,1,3,4,1,2,2,3,2,经常感觉,不满意
Q1003,女,33-37岁,硕士,学生,20000元以上,四线及以下城市,微信,30-60分钟,中午(12-14点),4,2,2,4,3,2,3,3,5,3,3,4,1,1,4,3,3,2,2,3,3,2,3,3,3,5,3,3,3,2,偶尔感觉,一般
Q1004,男,23-27岁,本科,学生,无收入,二线城市,知乎,1-2小时,晚上(20-23点),4,4,2,3,1,4,3,3,2,1,3,3,3,3,5,5,4,3,4,5,4,3,2,4,3,3,4,3,3,4,从不感觉,满意
Q1005,女,48岁以上,本科,企业职员,3000-6000元,三线城市,微博,1-2小时,晚上(20-23点),4,1,3,3,3,4,3,3,3,3,2,3,3,4,3,4,2,3,5,3,5,4,3,5,3,3,3,2,3,3,很少感觉,满意
Q1006,女,18-22岁,大专,自由职业者,6000-10000元,二线城市,小红书,2-3小时,晚上(20-23点),4,2,4,3,4,3,1,4,3,3,3,2,3,2,3,3,2,3,3,1,2,2,2,3,5,5,3,3,4,4,偶尔感觉,一般
Q1007,男,33-37岁,高中及以下,企业职员,6000-10000元,二线城市,微信,2-3小时,深夜(23点以后),4,4,2,2,4,4,2,2,1,3,3,2,3,3,2,3,1,2,1,3,2,3,3,1,2,1,3,2,3,3,总是感觉,一般
Q1008,女,33-37岁,高中及以下,学生,3000元以下,四线及以下城市,小红书,3-4小时,中午(12-14点),3,3,5,4,3,4,3,4,5,3,4,3,3,3,2,1,3,1,4,3,4,4,3,5,3,2,3,4,3,4,偶尔感觉,一般
Q1009,女,23-27岁,大专,企业职员,10000-20000元,新一线城市,抖音,2-3小时,晚上(20-23点),3,4,5,5,5,3,3,2,3,3,3,3,4,3,4,5,3,3,4,4,3,4,2,4,5,5,4,5,5,5,很少感觉,非常满意
Q1010,女,48岁以上,高中及以下,自由职业者,10000-20000元,四线及以下城市,微博,2-3小时,晚上(20-23点),3,2,4,4,4,5,5,1,3,4,4,4,5,4,3,4,4,3,3,5,3,3,3,3,3,1,5,5,3,4,很少感觉,非常满意
Q1011,女,33-37岁,本科,企业职员,10000-20000元,新一线城市,抖音,3-4小时,下午(14-18点),4,5,5,3,5,4,3,3,1,3,3,5,3,1,2,3,1,3,3,2,3,2,1,3,3,3,4,3,3,3,总是感觉,一般
Q1012,男,33-37岁,大专,政府/事业单位,6000-10000元,三线城市,B站,4小时以上,傍晚(18-20点),5,3,4,3,4,5,3,3,3,3,3,4,4,3,5,2,2,2,4,2,4,4,2,4,5,4,3,4,2,3,总是感觉,非常满意
Q1013,女,48岁以上,本科,自由职业者,10000-20000元,二线城市,微信,30-60分钟,深夜(23点以后),3,2,3,3,3,3,2,4,2,3,2,4,3,4,3,3,2,2,5,5,3,4,5,5,3,3,3,1,3,2,很少感觉,一般
Q1014,男,33-37岁,本科,政府/事业单位,10000-20000元,新一线城市,抖音,1-2小时,上午(9-12点),3,3,3,3,3,4,1,2,3,3,3,3,2,2,1,4,2,3,3,5,4,2,3,4,3,4,5,3,2,4,偶尔感觉,一般
Q1015,女,38-42岁,本科,学生,6000-10000元,四线及以下城市,抖音,1-2小时,中午(12-14点),2,4,3,3,1,3,3,2,4,5,5,3,3,3,3,3,2,3,3,3,3,2,2,5,4,3,3,3,3,4,偶尔感觉,一般
Q1016,男,18-22岁,硕士,教师/科研,3000-6000元,四线及以下城市,B站,1-2小时,晚上(20-23点),2,2,2,4,3,3,3,3,3,3,2,4,2,2,3,2,3,4,1,2,1,3,1,3,4,3,2,2,3,2,偶尔感觉,一般
Q1017,女,23-27岁,本科,学生,无收入,新一线城市,微信,1-2小时,傍晚(18-20点),5,4,3,3,5,4,3,5,2,1,3,4,5,4,1,4,3,4,4,4,2,3,3,4,2,3,3,3,5,4,总是感觉,非常满意
Q1018,女,38-42岁,高中及以下,个体经营者,6000-10000元,一线城市,知乎,2-3小时,早晨(6-9点),3,5,3,3,3,5,3,4,2,1,5,3,4,3,3,3,3,2,3,1,3,5,3,3,2,3,2,2,2,3,总是感觉,一般
Q1019,男,28-32岁,硕士,政府/事业单位,无收入,新一线城市,微信视频号,1-2小时,傍晚(18-20点),2,3,3,2,3,3,3,3,2,3,2,2,3,2,2,2,4,3,3,3,3,2,2,3,3,1,2,3,3,3,偶尔感觉,一般
Q1020,女,18-22岁,大专,教师/科研,6000-10000元,三线城市,B站,3-4小时,上午(9-12点),4,5,2,4,2,3,3,3,2,3,4,4,3,4,4,3,3,3,3,3,2,3,3,3,3,3,2,1,3,2,偶尔感觉,一般
Q1021,男,28-32岁,本科,自由职业者,3000-6000元,二线城市,小红书,3-4小时,早晨(6-9点),3,5,3,4,3,4,4,5,5,5,3,5,3,4,4,4,4,3,2,1,1,1,1,2,4,3,4,5,5,5,偶尔感觉,非常满意
Q1022,女,33-37岁,本科,学生,3000元以下,二线城市,B站,1-2小时,早晨(6-9点),3,3,4,3,4,3,4,1,4,4,3,3,3,3,2,3,2,3,2,1,2,5,3,3,3,4,3,3,3,3,很少感觉,一般
Q1023,女,28-32岁,博士,自由职业者,6000-10000元,四线及以下城市,微信,30-60分钟,下午(14-18点),2,3,1,3,3,3,3,3,3,3,3,2,2,3,3,2,2,1,3,4,5,3,3,4,2,3,4,2,3,3,经常感觉,非常不满意
Q1024,男,33-37岁,大专,教师/科研,6000-10000元,新一线城市,抖音,2-3小时,下午(14-18点),3,2,2,3,3,3,2,2,3,3,3,3,3,3,2,3,3,4,3,4,4,5,5,5,3,1,3,3,5,3,偶尔感觉,满意
Q1025,男,18-22岁,大专,其他,3000元以下,新一线城市,小红书,30-60分钟,下午(14-18点),2,4,3,3,2,3,3,3,4,4,2,3,3,3,3,3,4,4,1,3,1,3,2,1,2,3,4,2,3,3,从不感觉,满意
Q1026,男,33-37岁,本科,企业职员,无收入,三线城市,知乎,30-60分钟,傍晚(18-20点),2,3,3,3,2,3,5,3,3,3,3,2,3,2,1,2,3,3,4,4,2,3,3,4,2,2,1,1,3,1,经常感觉,不满意
Q1027,女,18-22岁,博士,教师/科研,3000-6000元,新一线城市,抖音,1-2小时,晚上(20-23点),2,3,3,2,3,3,2,2,1,1,1,2,3,4,1,3,3,5,4,4,4,4,5,5,3,4,3,3,2,3,偶尔感觉,满意
